# Per-match per-placement kill counts for ALGS regional fits.
#
# Schema:
#   region          one of: americas / emea / apac_n / apac_s
#   tournament      stable slug per finals event, e.g. "2024-S1-Pro-League-Finals"
#   match_number    1-indexed match number within the event
#   placement       1..20 final placement in that match
#   team_kills      scored kills the team at that placement earned in that match
#
# Source: Liquipedia per-match Standings tables for ALGS Year 4 / Year 5
# regional Pro League Finals (the same 19-event dataset described in
# docs/data_validation.md section 2-B). Global Finals are stored under
# "global" if added later (currently out of scope for region fits).
#
# Authoritative fetch path (cycle 14 onward):
#   python -m tools.fetch_liquipedia_finals
#       --page <Liquipedia page path>
#       --region <apac_s|...> --tournament <slug>
#   The script pulls raw wikitext via the MediaWiki API and parses the
#   Bracket template's TeamOpponent / MS sub-templates. This replaces
#   the older manual-transcription rows whose origin was undocumented.
#
# Coverage as of cycle 14 backfill (apac_s 2024 events re-fetched from
# wikitext; 27/100 cells in S1 m1-m5 and 5/29 overlap cells in S2 m1-m6
# differed from the prior transcription -- wikitext values used):
#   americas:   2024 S1 (7 m), 2024 S2 (6 m), 2025 S1 (10 m), 2025 S2 (7 m)
#   emea:       2024 S1 (8 m), 2024 S2 (9 m), 2025 S1 (11 m), 2025 S2 (6 m)
#   apac_n:     2024 S1 (6 m), 2024 S2 (13 m), 2025 S1 (8 m), 2025 S2 (8 m)
#   apac_s:     2024 S1 (10 m), 2024 S2 (7 m), 2025 S1 (7 m), 2025 S2 (8 m)
#
# Filling rule: prefer the fetch script over manual transcription;
# preserve sort order region -> tournament -> match -> placement when
# appending or replacing rows.
region,tournament,match_number,placement,team_kills
emea,2024-S1-Pro-League-Finals,2,10,3
emea,2024-S1-Pro-League-Finals,2,11,0
emea,2024-S1-Pro-League-Finals,2,12,0
emea,2024-S1-Pro-League-Finals,2,13,3
emea,2024-S1-Pro-League-Finals,2,14,1
emea,2024-S1-Pro-League-Finals,2,15,1
emea,2024-S1-Pro-League-Finals,2,16,0
emea,2024-S1-Pro-League-Finals,2,17,0
emea,2024-S1-Pro-League-Finals,2,18,4
emea,2024-S1-Pro-League-Finals,2,19,1
emea,2024-S1-Pro-League-Finals,2,20,0
emea,2024-S1-Pro-League-Finals,3,1,10
emea,2024-S1-Pro-League-Finals,3,2,8
emea,2024-S1-Pro-League-Finals,3,3,8
emea,2024-S1-Pro-League-Finals,3,4,6
emea,2024-S1-Pro-League-Finals,3,5,3
emea,2024-S1-Pro-League-Finals,3,6,5
emea,2024-S1-Pro-League-Finals,3,7,1
emea,2024-S1-Pro-League-Finals,3,8,0
emea,2024-S1-Pro-League-Finals,3,9,0
emea,2024-S1-Pro-League-Finals,3,10,3
emea,2024-S1-Pro-League-Finals,3,11,4
emea,2024-S1-Pro-League-Finals,3,12,4
emea,2024-S1-Pro-League-Finals,3,13,0
emea,2024-S1-Pro-League-Finals,3,14,0
emea,2024-S1-Pro-League-Finals,3,15,4
emea,2024-S1-Pro-League-Finals,3,16,0
emea,2024-S1-Pro-League-Finals,3,17,1
emea,2024-S1-Pro-League-Finals,3,18,0
emea,2024-S1-Pro-League-Finals,3,19,0
emea,2024-S1-Pro-League-Finals,3,20,0
emea,2024-S1-Pro-League-Finals,4,1,10
emea,2024-S1-Pro-League-Finals,4,2,6
emea,2024-S1-Pro-League-Finals,4,3,2
emea,2024-S1-Pro-League-Finals,4,4,2
emea,2024-S1-Pro-League-Finals,4,5,9
emea,2024-S1-Pro-League-Finals,4,6,4
emea,2024-S1-Pro-League-Finals,4,7,2
emea,2024-S1-Pro-League-Finals,4,8,0
emea,2024-S1-Pro-League-Finals,4,9,8
emea,2024-S1-Pro-League-Finals,4,10,6
emea,2024-S1-Pro-League-Finals,4,11,2
emea,2024-S1-Pro-League-Finals,4,12,2
emea,2024-S1-Pro-League-Finals,4,13,4
emea,2024-S1-Pro-League-Finals,4,14,2
emea,2024-S1-Pro-League-Finals,4,15,0
emea,2024-S1-Pro-League-Finals,4,16,1
emea,2024-S1-Pro-League-Finals,4,17,0
emea,2024-S1-Pro-League-Finals,4,18,0
emea,2024-S1-Pro-League-Finals,4,19,0
emea,2024-S1-Pro-League-Finals,4,20,0
emea,2024-S1-Pro-League-Finals,5,1,7
emea,2024-S1-Pro-League-Finals,5,2,7
emea,2024-S1-Pro-League-Finals,5,3,8
emea,2024-S1-Pro-League-Finals,5,4,8
emea,2024-S1-Pro-League-Finals,5,5,3
emea,2024-S1-Pro-League-Finals,5,6,9
emea,2024-S1-Pro-League-Finals,5,7,3
emea,2024-S1-Pro-League-Finals,5,8,0
emea,2024-S1-Pro-League-Finals,5,9,0
emea,2024-S1-Pro-League-Finals,5,10,1
emea,2024-S1-Pro-League-Finals,5,11,0
emea,2024-S1-Pro-League-Finals,5,12,0
emea,2024-S1-Pro-League-Finals,5,13,2
emea,2024-S1-Pro-League-Finals,5,14,2
emea,2024-S1-Pro-League-Finals,5,15,2
emea,2024-S1-Pro-League-Finals,5,16,2
emea,2024-S1-Pro-League-Finals,5,17,0
emea,2024-S1-Pro-League-Finals,5,18,0
emea,2024-S1-Pro-League-Finals,5,19,0
emea,2024-S1-Pro-League-Finals,5,20,1
emea,2024-S1-Pro-League-Finals,6,1,5
emea,2024-S1-Pro-League-Finals,6,2,8
emea,2024-S1-Pro-League-Finals,6,3,6
emea,2024-S1-Pro-League-Finals,6,4,11
emea,2024-S1-Pro-League-Finals,6,5,2
emea,2024-S1-Pro-League-Finals,6,6,3
emea,2024-S1-Pro-League-Finals,6,7,4
emea,2024-S1-Pro-League-Finals,6,8,1
emea,2024-S1-Pro-League-Finals,6,9,3
emea,2024-S1-Pro-League-Finals,6,10,3
emea,2024-S1-Pro-League-Finals,6,11,2
emea,2024-S1-Pro-League-Finals,6,12,2
emea,2024-S1-Pro-League-Finals,6,13,0
emea,2024-S1-Pro-League-Finals,6,14,1
emea,2024-S1-Pro-League-Finals,6,15,0
emea,2024-S1-Pro-League-Finals,6,16,0
emea,2024-S1-Pro-League-Finals,6,17,0
emea,2024-S1-Pro-League-Finals,6,18,4
emea,2024-S1-Pro-League-Finals,6,19,1
emea,2024-S1-Pro-League-Finals,6,20,0
emea,2024-S1-Pro-League-Finals,7,1,3
emea,2024-S1-Pro-League-Finals,7,2,13
emea,2024-S1-Pro-League-Finals,7,3,6
emea,2024-S1-Pro-League-Finals,7,4,6
emea,2024-S1-Pro-League-Finals,7,5,1
emea,2024-S1-Pro-League-Finals,7,6,0
emea,2024-S1-Pro-League-Finals,7,7,3
emea,2024-S1-Pro-League-Finals,7,8,0
emea,2024-S1-Pro-League-Finals,7,9,3
emea,2024-S1-Pro-League-Finals,7,10,7
emea,2024-S1-Pro-League-Finals,7,11,0
emea,2024-S1-Pro-League-Finals,7,12,0
emea,2024-S1-Pro-League-Finals,7,13,1
emea,2024-S1-Pro-League-Finals,7,14,0
emea,2024-S1-Pro-League-Finals,7,15,0
emea,2024-S1-Pro-League-Finals,7,16,4
emea,2024-S1-Pro-League-Finals,7,17,0
emea,2024-S1-Pro-League-Finals,7,18,0
emea,2024-S1-Pro-League-Finals,7,19,1
emea,2024-S1-Pro-League-Finals,7,20,0
emea,2024-S1-Pro-League-Finals,8,1,10
emea,2024-S1-Pro-League-Finals,8,2,17
emea,2024-S1-Pro-League-Finals,8,3,2
emea,2024-S1-Pro-League-Finals,8,4,3
emea,2024-S1-Pro-League-Finals,8,5,2
emea,2024-S1-Pro-League-Finals,8,6,1
emea,2024-S1-Pro-League-Finals,8,7,3
emea,2024-S1-Pro-League-Finals,8,8,0
emea,2024-S1-Pro-League-Finals,8,9,0
emea,2024-S1-Pro-League-Finals,8,10,1
emea,2024-S1-Pro-League-Finals,8,11,0
emea,2024-S1-Pro-League-Finals,8,12,6
emea,2024-S1-Pro-League-Finals,8,13,4
emea,2024-S1-Pro-League-Finals,8,14,3
emea,2024-S1-Pro-League-Finals,8,15,3
emea,2024-S1-Pro-League-Finals,8,16,1
emea,2024-S1-Pro-League-Finals,8,17,2
emea,2024-S1-Pro-League-Finals,8,18,0
emea,2024-S1-Pro-League-Finals,8,19,0
emea,2024-S1-Pro-League-Finals,8,20,0
emea,2024-S2-Pro-League-Finals,1,1,8
emea,2024-S2-Pro-League-Finals,1,2,8
emea,2024-S2-Pro-League-Finals,1,3,4
emea,2024-S2-Pro-League-Finals,1,4,1
emea,2024-S2-Pro-League-Finals,1,5,0
emea,2024-S2-Pro-League-Finals,1,6,1
emea,2024-S2-Pro-League-Finals,1,7,6
emea,2024-S2-Pro-League-Finals,1,8,1
emea,2024-S2-Pro-League-Finals,1,9,1
emea,2024-S2-Pro-League-Finals,1,10,0
emea,2024-S2-Pro-League-Finals,1,11,6
emea,2024-S2-Pro-League-Finals,1,12,6
emea,2024-S2-Pro-League-Finals,1,13,2
emea,2024-S2-Pro-League-Finals,1,14,1
emea,2024-S2-Pro-League-Finals,1,15,5
emea,2024-S2-Pro-League-Finals,1,16,3
emea,2024-S2-Pro-League-Finals,1,17,1
emea,2024-S2-Pro-League-Finals,1,18,0
emea,2024-S2-Pro-League-Finals,1,19,0
emea,2024-S2-Pro-League-Finals,1,20,2
emea,2024-S2-Pro-League-Finals,2,1,16
emea,2024-S2-Pro-League-Finals,2,2,2
emea,2024-S2-Pro-League-Finals,2,3,3
emea,2024-S2-Pro-League-Finals,2,4,3
emea,2024-S2-Pro-League-Finals,2,5,3
emea,2024-S2-Pro-League-Finals,2,6,3
emea,2024-S2-Pro-League-Finals,2,7,6
emea,2024-S2-Pro-League-Finals,2,8,3
emea,2024-S2-Pro-League-Finals,2,9,1
emea,2024-S2-Pro-League-Finals,2,10,2
emea,2024-S2-Pro-League-Finals,2,11,0
emea,2024-S2-Pro-League-Finals,2,12,0
emea,2024-S2-Pro-League-Finals,2,13,3
emea,2024-S2-Pro-League-Finals,2,14,1
emea,2024-S2-Pro-League-Finals,2,15,1
emea,2024-S2-Pro-League-Finals,2,16,2
emea,2024-S2-Pro-League-Finals,2,17,1
emea,2024-S2-Pro-League-Finals,2,18,2
emea,2024-S2-Pro-League-Finals,2,19,0
emea,2024-S2-Pro-League-Finals,2,20,3
emea,2024-S2-Pro-League-Finals,3,1,13
emea,2024-S2-Pro-League-Finals,3,2,4
emea,2024-S2-Pro-League-Finals,3,3,0
emea,2024-S2-Pro-League-Finals,3,4,5
emea,2024-S2-Pro-League-Finals,3,5,5
emea,2024-S2-Pro-League-Finals,3,6,1
emea,2024-S2-Pro-League-Finals,3,7,6
emea,2024-S2-Pro-League-Finals,3,8,7
emea,2024-S2-Pro-League-Finals,3,9,2
emea,2024-S2-Pro-League-Finals,3,10,1
emea,2024-S2-Pro-League-Finals,3,11,1
emea,2024-S2-Pro-League-Finals,3,12,2
emea,2024-S2-Pro-League-Finals,3,13,0
emea,2024-S2-Pro-League-Finals,3,14,0
emea,2024-S2-Pro-League-Finals,3,15,6
emea,2024-S2-Pro-League-Finals,3,16,4
emea,2024-S2-Pro-League-Finals,3,17,0
emea,2024-S2-Pro-League-Finals,3,18,0
emea,2024-S2-Pro-League-Finals,3,19,0
emea,2024-S2-Pro-League-Finals,3,20,3
emea,2024-S2-Pro-League-Finals,4,1,7
emea,2024-S2-Pro-League-Finals,4,2,10
emea,2024-S2-Pro-League-Finals,4,3,5
emea,2024-S2-Pro-League-Finals,4,4,1
emea,2024-S2-Pro-League-Finals,4,5,0
emea,2024-S2-Pro-League-Finals,4,6,2
emea,2024-S2-Pro-League-Finals,4,7,2
emea,2024-S2-Pro-League-Finals,4,8,4
emea,2024-S2-Pro-League-Finals,4,9,2
emea,2024-S2-Pro-League-Finals,4,10,6
emea,2024-S2-Pro-League-Finals,4,11,3
emea,2024-S2-Pro-League-Finals,4,12,4
emea,2024-S2-Pro-League-Finals,4,13,2
emea,2024-S2-Pro-League-Finals,4,14,3
emea,2024-S2-Pro-League-Finals,4,15,2
emea,2024-S2-Pro-League-Finals,4,16,0
emea,2024-S2-Pro-League-Finals,4,17,1
emea,2024-S2-Pro-League-Finals,4,18,0
emea,2024-S2-Pro-League-Finals,4,19,0
emea,2024-S2-Pro-League-Finals,4,20,3
emea,2024-S2-Pro-League-Finals,5,1,10
emea,2024-S2-Pro-League-Finals,5,2,5
emea,2024-S2-Pro-League-Finals,5,3,1
emea,2024-S2-Pro-League-Finals,5,4,2
emea,2024-S2-Pro-League-Finals,5,5,4
emea,2024-S2-Pro-League-Finals,5,6,4
emea,2024-S2-Pro-League-Finals,5,7,3
emea,2024-S2-Pro-League-Finals,5,8,4
emea,2024-S2-Pro-League-Finals,5,9,3
emea,2024-S2-Pro-League-Finals,5,10,5
emea,2024-S2-Pro-League-Finals,5,11,0
emea,2024-S2-Pro-League-Finals,5,12,3
emea,2024-S2-Pro-League-Finals,5,13,1
emea,2024-S2-Pro-League-Finals,5,14,0
emea,2024-S2-Pro-League-Finals,5,15,2
emea,2024-S2-Pro-League-Finals,5,16,0
emea,2024-S2-Pro-League-Finals,5,17,1
emea,2024-S2-Pro-League-Finals,5,18,0
emea,2024-S2-Pro-League-Finals,5,19,0
emea,2024-S2-Pro-League-Finals,5,20,0
emea,2024-S2-Pro-League-Finals,6,1,11
emea,2024-S2-Pro-League-Finals,6,2,19
emea,2024-S2-Pro-League-Finals,6,3,5
emea,2024-S2-Pro-League-Finals,6,4,7
emea,2024-S2-Pro-League-Finals,6,5,0
emea,2024-S2-Pro-League-Finals,6,6,7
emea,2024-S2-Pro-League-Finals,6,7,0
emea,2024-S2-Pro-League-Finals,6,8,2
emea,2024-S2-Pro-League-Finals,6,9,0
emea,2024-S2-Pro-League-Finals,6,10,2
emea,2024-S2-Pro-League-Finals,6,11,8
emea,2024-S2-Pro-League-Finals,6,12,4
emea,2024-S2-Pro-League-Finals,6,13,5
emea,2024-S2-Pro-League-Finals,6,14,3
emea,2024-S2-Pro-League-Finals,6,15,0
emea,2024-S2-Pro-League-Finals,6,16,0
emea,2024-S2-Pro-League-Finals,6,17,0
emea,2024-S2-Pro-League-Finals,6,18,0
emea,2024-S2-Pro-League-Finals,6,19,0
emea,2024-S2-Pro-League-Finals,6,20,4
emea,2024-S2-Pro-League-Finals,7,1,3
emea,2024-S2-Pro-League-Finals,7,2,9
emea,2024-S2-Pro-League-Finals,7,3,7
emea,2024-S2-Pro-League-Finals,7,4,1
emea,2024-S2-Pro-League-Finals,7,5,6
emea,2024-S2-Pro-League-Finals,7,6,1
emea,2024-S2-Pro-League-Finals,7,7,0
emea,2024-S2-Pro-League-Finals,7,8,4
emea,2024-S2-Pro-League-Finals,7,9,0
emea,2024-S2-Pro-League-Finals,7,10,4
emea,2024-S2-Pro-League-Finals,7,11,0
emea,2024-S2-Pro-League-Finals,7,12,0
emea,2024-S2-Pro-League-Finals,7,13,0
emea,2024-S2-Pro-League-Finals,7,14,0
emea,2024-S2-Pro-League-Finals,7,15,4
emea,2024-S2-Pro-League-Finals,7,16,0
emea,2024-S2-Pro-League-Finals,7,17,2
emea,2024-S2-Pro-League-Finals,7,18,0
emea,2024-S2-Pro-League-Finals,7,19,0
emea,2024-S2-Pro-League-Finals,7,20,0
emea,2024-S2-Pro-League-Finals,8,1,11
emea,2024-S2-Pro-League-Finals,8,2,6
emea,2024-S2-Pro-League-Finals,8,3,4
emea,2024-S2-Pro-League-Finals,8,4,2
emea,2024-S2-Pro-League-Finals,8,5,0
emea,2024-S2-Pro-League-Finals,8,6,5
emea,2024-S2-Pro-League-Finals,8,7,16
emea,2024-S2-Pro-League-Finals,8,8,3
emea,2024-S2-Pro-League-Finals,8,9,3
emea,2024-S2-Pro-League-Finals,8,10,0
emea,2024-S2-Pro-League-Finals,8,11,0
emea,2024-S2-Pro-League-Finals,8,12,1
emea,2024-S2-Pro-League-Finals,8,13,2
emea,2024-S2-Pro-League-Finals,8,14,1
emea,2024-S2-Pro-League-Finals,8,15,0
emea,2024-S2-Pro-League-Finals,8,16,0
emea,2024-S2-Pro-League-Finals,8,17,2
emea,2024-S2-Pro-League-Finals,8,18,0
emea,2024-S2-Pro-League-Finals,8,19,0
emea,2024-S2-Pro-League-Finals,8,20,1
emea,2024-S2-Pro-League-Finals,9,1,10
emea,2024-S2-Pro-League-Finals,9,2,9
emea,2024-S2-Pro-League-Finals,9,3,10
emea,2024-S2-Pro-League-Finals,9,4,6
emea,2024-S2-Pro-League-Finals,9,5,2
emea,2024-S2-Pro-League-Finals,9,6,8
emea,2024-S2-Pro-League-Finals,9,7,1
emea,2024-S2-Pro-League-Finals,9,8,1
emea,2024-S2-Pro-League-Finals,9,9,0
emea,2024-S2-Pro-League-Finals,9,10,3
emea,2024-S2-Pro-League-Finals,9,11,1
emea,2024-S2-Pro-League-Finals,9,12,1
emea,2024-S2-Pro-League-Finals,9,13,2
emea,2024-S2-Pro-League-Finals,9,14,0
emea,2024-S2-Pro-League-Finals,9,15,3
emea,2024-S2-Pro-League-Finals,9,16,1
emea,2024-S2-Pro-League-Finals,9,17,1
emea,2024-S2-Pro-League-Finals,9,18,0
emea,2024-S2-Pro-League-Finals,9,19,0
emea,2024-S2-Pro-League-Finals,9,20,0
emea,2025-S1-Pro-League-Finals,1,1,7
emea,2025-S1-Pro-League-Finals,1,2,3
emea,2025-S1-Pro-League-Finals,1,3,1
emea,2025-S1-Pro-League-Finals,1,4,10
emea,2025-S1-Pro-League-Finals,1,5,4
emea,2025-S1-Pro-League-Finals,1,6,5
emea,2025-S1-Pro-League-Finals,1,7,1
emea,2025-S1-Pro-League-Finals,1,8,1
emea,2025-S1-Pro-League-Finals,1,9,5
emea,2025-S1-Pro-League-Finals,1,10,5
emea,2025-S1-Pro-League-Finals,1,11,0
emea,2025-S1-Pro-League-Finals,1,12,9
emea,2025-S1-Pro-League-Finals,1,13,0
emea,2025-S1-Pro-League-Finals,1,14,1
emea,2025-S1-Pro-League-Finals,1,15,2
emea,2025-S1-Pro-League-Finals,1,16,0
emea,2025-S1-Pro-League-Finals,1,17,0
emea,2025-S1-Pro-League-Finals,1,18,0
emea,2025-S1-Pro-League-Finals,1,19,2
emea,2025-S1-Pro-League-Finals,1,20,0
emea,2025-S1-Pro-League-Finals,2,1,13
emea,2025-S1-Pro-League-Finals,2,2,9
emea,2025-S1-Pro-League-Finals,2,3,1
emea,2025-S1-Pro-League-Finals,2,4,3
emea,2025-S1-Pro-League-Finals,2,5,0
emea,2025-S1-Pro-League-Finals,2,6,1
emea,2025-S1-Pro-League-Finals,2,7,4
emea,2025-S1-Pro-League-Finals,2,8,2
emea,2025-S1-Pro-League-Finals,2,9,2
emea,2025-S1-Pro-League-Finals,2,10,3
emea,2025-S1-Pro-League-Finals,2,11,4
emea,2025-S1-Pro-League-Finals,2,12,10
emea,2025-S1-Pro-League-Finals,2,13,0
emea,2025-S1-Pro-League-Finals,2,14,2
emea,2025-S1-Pro-League-Finals,2,15,0
emea,2025-S1-Pro-League-Finals,2,16,0
emea,2025-S1-Pro-League-Finals,2,17,0
emea,2025-S1-Pro-League-Finals,2,18,0
emea,2025-S1-Pro-League-Finals,2,19,0
emea,2025-S1-Pro-League-Finals,2,20,0
emea,2025-S1-Pro-League-Finals,3,1,4
emea,2025-S1-Pro-League-Finals,3,2,7
emea,2025-S1-Pro-League-Finals,3,3,4
emea,2025-S1-Pro-League-Finals,3,4,0
emea,2025-S1-Pro-League-Finals,3,5,0
emea,2025-S1-Pro-League-Finals,3,6,10
emea,2025-S1-Pro-League-Finals,3,7,3
emea,2025-S1-Pro-League-Finals,3,8,0
emea,2025-S1-Pro-League-Finals,3,9,8
emea,2025-S1-Pro-League-Finals,3,10,1
emea,2025-S1-Pro-League-Finals,3,11,0
emea,2025-S1-Pro-League-Finals,3,12,8
emea,2025-S1-Pro-League-Finals,3,13,5
emea,2025-S1-Pro-League-Finals,3,14,4
emea,2025-S1-Pro-League-Finals,3,15,1
emea,2025-S1-Pro-League-Finals,3,16,1
emea,2025-S1-Pro-League-Finals,3,17,0
emea,2025-S1-Pro-League-Finals,3,18,2
emea,2025-S1-Pro-League-Finals,3,19,0
emea,2025-S1-Pro-League-Finals,3,20,1
emea,2025-S1-Pro-League-Finals,4,1,8
emea,2025-S1-Pro-League-Finals,4,2,0
emea,2025-S1-Pro-League-Finals,4,3,8
emea,2025-S1-Pro-League-Finals,4,4,1
emea,2025-S1-Pro-League-Finals,4,5,7
emea,2025-S1-Pro-League-Finals,4,6,4
emea,2025-S1-Pro-League-Finals,4,7,4
emea,2025-S1-Pro-League-Finals,4,8,4
emea,2025-S1-Pro-League-Finals,4,9,0
emea,2025-S1-Pro-League-Finals,4,10,3
emea,2025-S1-Pro-League-Finals,4,11,2
emea,2025-S1-Pro-League-Finals,4,12,2
emea,2025-S1-Pro-League-Finals,4,13,4
emea,2025-S1-Pro-League-Finals,4,14,1
emea,2025-S1-Pro-League-Finals,4,15,7
emea,2025-S1-Pro-League-Finals,4,16,0
emea,2025-S1-Pro-League-Finals,4,17,0
emea,2025-S1-Pro-League-Finals,4,18,0
emea,2025-S1-Pro-League-Finals,4,19,0
emea,2025-S1-Pro-League-Finals,4,20,0
emea,2025-S1-Pro-League-Finals,5,1,7
emea,2025-S1-Pro-League-Finals,5,2,12
emea,2025-S1-Pro-League-Finals,5,3,4
emea,2025-S1-Pro-League-Finals,5,4,0
emea,2025-S1-Pro-League-Finals,5,5,4
emea,2025-S1-Pro-League-Finals,5,6,0
emea,2025-S1-Pro-League-Finals,5,7,0
emea,2025-S1-Pro-League-Finals,5,8,4
emea,2025-S1-Pro-League-Finals,5,9,3
emea,2025-S1-Pro-League-Finals,5,10,0
emea,2025-S1-Pro-League-Finals,5,11,2
emea,2025-S1-Pro-League-Finals,5,12,0
emea,2025-S1-Pro-League-Finals,5,13,1
emea,2025-S1-Pro-League-Finals,5,14,2
emea,2025-S1-Pro-League-Finals,5,15,6
emea,2025-S1-Pro-League-Finals,5,16,0
emea,2025-S1-Pro-League-Finals,5,17,6
emea,2025-S1-Pro-League-Finals,5,18,3
emea,2025-S1-Pro-League-Finals,5,19,0
emea,2025-S1-Pro-League-Finals,5,20,0
emea,2025-S1-Pro-League-Finals,6,1,8
emea,2025-S1-Pro-League-Finals,6,2,4
emea,2025-S1-Pro-League-Finals,6,3,4
emea,2025-S1-Pro-League-Finals,6,4,5
emea,2025-S1-Pro-League-Finals,6,5,1
emea,2025-S1-Pro-League-Finals,6,6,0
emea,2025-S1-Pro-League-Finals,6,7,8
emea,2025-S1-Pro-League-Finals,6,8,2
emea,2025-S1-Pro-League-Finals,6,9,2
emea,2025-S1-Pro-League-Finals,6,10,8
emea,2025-S1-Pro-League-Finals,6,11,0
emea,2025-S1-Pro-League-Finals,6,12,8
emea,2025-S1-Pro-League-Finals,6,13,0
emea,2025-S1-Pro-League-Finals,6,14,2
emea,2025-S1-Pro-League-Finals,6,15,4
emea,2025-S1-Pro-League-Finals,6,16,0
emea,2025-S1-Pro-League-Finals,6,17,0
emea,2025-S1-Pro-League-Finals,6,18,0
emea,2025-S1-Pro-League-Finals,6,19,0
emea,2025-S1-Pro-League-Finals,6,20,0
emea,2025-S1-Pro-League-Finals,7,1,16
emea,2025-S1-Pro-League-Finals,7,2,5
emea,2025-S1-Pro-League-Finals,7,3,11
emea,2025-S1-Pro-League-Finals,7,4,0
emea,2025-S1-Pro-League-Finals,7,5,4
emea,2025-S1-Pro-League-Finals,7,6,3
emea,2025-S1-Pro-League-Finals,7,7,0
emea,2025-S1-Pro-League-Finals,7,8,10
emea,2025-S1-Pro-League-Finals,7,9,0
emea,2025-S1-Pro-League-Finals,7,10,2
emea,2025-S1-Pro-League-Finals,7,11,1
emea,2025-S1-Pro-League-Finals,7,12,0
emea,2025-S1-Pro-League-Finals,7,13,4
emea,2025-S1-Pro-League-Finals,7,14,0
emea,2025-S1-Pro-League-Finals,7,15,1
emea,2025-S1-Pro-League-Finals,7,16,0
emea,2025-S1-Pro-League-Finals,7,17,9
emea,2025-S1-Pro-League-Finals,7,18,0
emea,2025-S1-Pro-League-Finals,7,19,1
emea,2025-S1-Pro-League-Finals,7,20,0
emea,2025-S1-Pro-League-Finals,8,1,14
emea,2025-S1-Pro-League-Finals,8,2,15
emea,2025-S1-Pro-League-Finals,8,3,0
emea,2025-S1-Pro-League-Finals,8,4,1
emea,2025-S1-Pro-League-Finals,8,5,0
emea,2025-S1-Pro-League-Finals,8,6,1
emea,2025-S1-Pro-League-Finals,8,7,1
emea,2025-S1-Pro-League-Finals,8,8,5
emea,2025-S1-Pro-League-Finals,8,9,0
emea,2025-S1-Pro-League-Finals,8,10,2
emea,2025-S1-Pro-League-Finals,8,11,1
emea,2025-S1-Pro-League-Finals,8,12,3
emea,2025-S1-Pro-League-Finals,8,13,1
emea,2025-S1-Pro-League-Finals,8,14,9
emea,2025-S1-Pro-League-Finals,8,15,0
emea,2025-S1-Pro-League-Finals,8,16,2
emea,2025-S1-Pro-League-Finals,8,17,2
emea,2025-S1-Pro-League-Finals,8,18,0
emea,2025-S1-Pro-League-Finals,8,19,0
emea,2025-S1-Pro-League-Finals,8,20,0
emea,2025-S1-Pro-League-Finals,9,1,15
emea,2025-S1-Pro-League-Finals,9,2,0
emea,2025-S1-Pro-League-Finals,9,3,7
emea,2025-S1-Pro-League-Finals,9,4,1
emea,2025-S1-Pro-League-Finals,9,5,3
emea,2025-S1-Pro-League-Finals,9,6,6
emea,2025-S1-Pro-League-Finals,9,7,0
emea,2025-S1-Pro-League-Finals,9,8,7
emea,2025-S1-Pro-League-Finals,9,9,6
emea,2025-S1-Pro-League-Finals,9,10,0
emea,2025-S1-Pro-League-Finals,9,11,1
emea,2025-S1-Pro-League-Finals,9,12,0
emea,2025-S1-Pro-League-Finals,9,13,3
emea,2025-S1-Pro-League-Finals,9,14,4
emea,2025-S1-Pro-League-Finals,9,15,0
emea,2025-S1-Pro-League-Finals,9,16,0
emea,2025-S1-Pro-League-Finals,9,17,2
emea,2025-S1-Pro-League-Finals,9,18,0
emea,2025-S1-Pro-League-Finals,9,19,0
emea,2025-S1-Pro-League-Finals,9,20,0
emea,2025-S1-Pro-League-Finals,10,1,8
emea,2025-S1-Pro-League-Finals,10,2,4
emea,2025-S1-Pro-League-Finals,10,3,2
emea,2025-S1-Pro-League-Finals,10,4,8
emea,2025-S1-Pro-League-Finals,10,5,6
emea,2025-S1-Pro-League-Finals,10,6,1
emea,2025-S1-Pro-League-Finals,10,7,5
emea,2025-S1-Pro-League-Finals,10,8,2
emea,2025-S1-Pro-League-Finals,10,9,0
emea,2025-S1-Pro-League-Finals,10,10,1
emea,2025-S1-Pro-League-Finals,10,11,6
emea,2025-S1-Pro-League-Finals,10,12,1
emea,2025-S1-Pro-League-Finals,10,13,3
emea,2025-S1-Pro-League-Finals,10,14,1
emea,2025-S1-Pro-League-Finals,10,15,3
emea,2025-S1-Pro-League-Finals,10,16,2
emea,2025-S1-Pro-League-Finals,10,17,1
emea,2025-S1-Pro-League-Finals,10,18,1
emea,2025-S1-Pro-League-Finals,10,19,2
emea,2025-S1-Pro-League-Finals,10,20,0
emea,2025-S1-Pro-League-Finals,11,1,7
emea,2025-S1-Pro-League-Finals,11,2,6
emea,2025-S1-Pro-League-Finals,11,3,16
emea,2025-S1-Pro-League-Finals,11,4,3
emea,2025-S1-Pro-League-Finals,11,5,1
emea,2025-S1-Pro-League-Finals,11,6,0
emea,2025-S1-Pro-League-Finals,11,7,2
emea,2025-S1-Pro-League-Finals,11,8,1
emea,2025-S1-Pro-League-Finals,11,9,1
emea,2025-S1-Pro-League-Finals,11,10,0
emea,2025-S1-Pro-League-Finals,11,11,8
emea,2025-S1-Pro-League-Finals,11,12,2
emea,2025-S1-Pro-League-Finals,11,13,2
emea,2025-S1-Pro-League-Finals,11,14,6
emea,2025-S1-Pro-League-Finals,11,15,1
emea,2025-S1-Pro-League-Finals,11,16,0
